evidence_id,classification,reason,event_date,contribution_period,Krankenkasse,amount_paid,amount_outstanding,source_file,source_snippet,confidence
SI-390JS-5935-26-00439,ROUTINE_ACCOUNTING,Generic accounting/fee context without resolution wording.,2023-10-30,2023-09,AOK,,19.00,00_INBOX - Входящи - Eingang/Accounting/accountings112023/90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a.pdf,"42303 Rechnungsnummer: 230946 Rechnungsjahr: 2023 Übertrag 1.318,60 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBVV 4 15,00 EUR Pfändungen Garnishment 60,00 EUR AN September/2023 Marco Brunettin 1.398,60 EUR 1.664,33 EUR 265,73 EUR Summe Nettobeträge Umsatzsteuerbetrag 19,00 % gemäß § 15 StBVV Rechnungsbetrag Bitte überweisen Sie den offenen Rechnungsbetrag unter Angabe der Rechnungs",HIGH
SI-390JS-5935-26-00440,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2023-10-30,2023-09,AOK,,19.00,00_INBOX - Входящи - Eingang/Accounting_Organized/01_Accountant_Emails/90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a.pdf,"42303 Rechnungsnummer: 230946 Rechnungsjahr: 2023 Übertrag 1.318,60 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBVV 4 15,00 EUR Pfändungen Garnishment 60,00 EUR AN September/2023 Marco Brunettin 1.398,60 EUR 1.664,33 EUR 265,73 EUR Summe Nettobeträge Umsatzsteuerbetrag 19,00 % gemäß § 15 StBVV Rechnungsbetrag Bitte überweisen Sie den offenen Rechnungsbetrag unter Angabe der Rechnungs",HIGH
SI-390JS-5935-26-00441,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2023-10-30,2023-09,AOK,,19.00,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a.pdf,"42303 Rechnungsnummer: 230946 Rechnungsjahr: 2023 Übertrag 1.318,60 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBVV 4 15,00 EUR Pfändungen Garnishment 60,00 EUR AN September/2023 Marco Brunettin 1.398,60 EUR 1.664,33 EUR 265,73 EUR Summe Nettobeträge Umsatzsteuerbetrag 19,00 % gemäß § 15 StBVV Rechnungsbetrag Bitte überweisen Sie den offenen Rechnungsbetrag unter Angabe der Rechnungs",HIGH
SI-390JS-5935-26-00442,ROUTINE_ACCOUNTING,Generic accounting/fee context without resolution wording.,2023-10-30,2023-09,AOK,,19.00,00_INBOX - Входящи - Eingang/Accounting_Organized/05_Taxes/90f3df27-1ca1-4b3a-9f1b-e33ffd37f10a__copy2.pdf,"42303 Rechnungsnummer: 230946 Rechnungsjahr: 2023 Übertrag 1.318,60 EUR Bezeichnung §, Abs., Nr. Zeitraum Gegenstandswert Satz Betrag Tab. § 16 StBVV 4 15,00 EUR Pfändungen Garnishment 60,00 EUR AN September/2023 Marco Brunettin 1.398,60 EUR 1.664,33 EUR 265,73 EUR Summe Nettobeträge Umsatzsteuerbetrag 19,00 % gemäß § 15 StBVV Rechnungsbetrag Bitte überweisen Sie den offenen Rechnungsbetrag unter Angabe der Rechnungs",HIGH
SI-390JS-5935-26-00448,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2023-12-28,2023-12,AOK,,,"00_INBOX - Входящи - Eingang/Accounting/accountings112023/39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303.pdf","g von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN November/2023 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN November/2023 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN November/2023 1 15,00 EUR Bescheinigung für die Familienkasse Certificate for the family fund 15,00 EUR AN November/2023 Seite 1 Übertrag 1.298,60 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 231128 Rechnun",MEDIUM
SI-390JS-5935-26-00449,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2023-12-28,2023-12,AOK,,,"00_INBOX - Входящи - Eingang/Accounting_Organized/01_Accountant_Emails/39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303.pdf","g von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN November/2023 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN November/2023 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN November/2023 1 15,00 EUR Bescheinigung für die Familienkasse Certificate for the family fund 15,00 EUR AN November/2023 Seite 1 Übertrag 1.298,60 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 231128 Rechnun",MEDIUM
SI-390JS-5935-26-00450,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2023-12-28,2023-12,AOK,,,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303.pdf","g von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN November/2023 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN November/2023 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN November/2023 1 15,00 EUR Bescheinigung für die Familienkasse Certificate for the family fund 15,00 EUR AN November/2023 Seite 1 Übertrag 1.298,60 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 231128 Rechnun",MEDIUM
SI-390JS-5935-26-00451,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2023-12-28,2023-12,AOK,,,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/39739 - Rechnung 231128_2023 vom 28.12.2023, Aufträge 31_23, 32_23, 33_23, 34_23, 50_23, 98_23, Mandant 42303__copy2.pdf","g von Lohnkonten und Aufnahme der Stammdaten 25,00 EUR AN November/2023 2 15,00 EUR Abmeldung eines Arbeitnehmers nach § 25 DEÜV 30,00 EUR AN November/2023 1 15,00 EUR Pfändungen Garnishment 15,00 EUR AN November/2023 1 15,00 EUR Bescheinigung für die Familienkasse Certificate for the family fund 15,00 EUR AN November/2023 Seite 1 Übertrag 1.298,60 EUR [[page 2]] Mandantennummer: 42303 Rechnungsnummer: 231128 Rechnun",MEDIUM
SI-390JS-5935-26-00456,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-01-11,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00457,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-01-11,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00458,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-01-11,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00459,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-01-11,,AOK Hessen,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00460,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-01-11,,AOK Nordost,,,00_INBOX - Входящи - Eingang/Accounting/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00461,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-01-11,,AOK Nordost,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00462,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-01-11,,AOK Nordost,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00463,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-01-11,,AOK Nordost,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00464,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-01-11,,KKH,,,00_INBOX - Входящи - Eingang/Accounting/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00465,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-01-11,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00466,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-01-11,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00467,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-01-11,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_12-2023_DivAuswertungen_DivMitarbeiter_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00468,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-01-12,,AOK,,,00_INBOX - Входящи - Eingang/Accounting/10001_12-2023_Brutto_NettoProbe_00025_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00469,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-01-12,2023-12,AOK,,,00_INBOX - Входящи - Eingang/Accounting/payroll12_2023/Pay Roll 12.2023.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Dezember 2023 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 2.253,54 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 6.670,50 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00470,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-01-12,,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_Brutto_NettoProbe_00025_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00471,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-01-12,,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_Brutto_NettoProbe_00025_ZZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00472,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-01-12,2023-12,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Pay Roll 12.2023.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Dezember 2023 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 2.253,54 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 6.670,50 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00473,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-01-12,2023-12,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/Pay Roll 12.2023__copy2.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Dezember 2023 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 2.253,54 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 6.670,50 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00474,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-01-12,,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_12-2023_Brutto_NettoProbe_00025_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00475,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-01-12,2023-12,AOK,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/Pay Roll 12.2023.pdf,"Usti Nad Labem 27 1 09119 Chemnitz Übersicht Zahlungen im Dezember 2023 Empfänger PLZ Ort Zahlart Verwendungszweck Betrag AOK Baden-Württemberg 70025 Stuttgart Überweisung 89878877 2.253,54 AOK Bayern Die Gesundheitsk 81739 München Überweisung 89878877 6.670,50 AOK Hessen 61281 Bad Homburg Überweisung 89878877",MEDIUM
SI-390JS-5935-26-00484,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-01-12,,KKH,,,00_INBOX - Входящи - Eingang/Accounting/10001_12-2023_Brutto_NettoProbe_00025_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00485,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-01-12,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_Brutto_NettoProbe_00025_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00486,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-01-12,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/02_Payroll/10001_12-2023_Brutto_NettoProbe_00025_ZZ1__copy2.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00487,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-01-12,,KKH,,,00_INBOX - Входящи - Eingang/Accounting_Organized/13_Unknown_To_Review/10001_12-2023_Brutto_NettoProbe_00025_ZZ1.pdf,eise zur Abrechnung Brutto-Bezüge Betrag Lohnart Bezeichnung Einheit Menge Faktor3 Prozentsatz St SV GB 4 4 5 Gesamt-Brutto Steuerrechtliche Abzüge Netto-Verdienst Betrag Auszahlungsbetrag SV-rechtliche Abzüge Steuer/Sozialversicherung Netto-Bezüge/Netto-Abzüge St Steuer-Brutto Lohnsteuer Kirchensteuer Solidaritätszuschlag St4 SV4 KV-Brutto RV-Brutto AV-Brutto PV-Brutto KV-Beitrag RV-Beitrag AV-Beitrag PV-Beitrag6 SV,MEDIUM
SI-390JS-5935-26-00496,UNCLEAR,Source row has insufficient semantic evidence for a resolution-action classification.,2024-01-29,2024-01,AOK,,,"00_INBOX - Входящи - Eingang/Accounting/accountings012024/40850 - Rechnung 240213_2024 vom 29.01.2024, Aufträge 31_24, 32_23, 33_23, 33_24, 34_24, 98_24, Mandant 42303.pdf","DEÜV 30,00 EUR AN Januar/2024 § 34 Abs. 1 StBVV 2022 3 25,00 EUR Erstmalige Einrichtung von Lohnkonten und Aufnahme der Stammdaten 75,00 EUR AN Januar/2024 2 15,00 EUR Pfändungen Garnishment 30,00 EUR AN Januar/2024 4 15,00 EUR Lohnbescheinigungen für die Arbeitnehmer (Certificate for the familiy fund/ housing benefit/parental leave) 60,00 EUR AN Januar/2024 Seite 1 Übertrag 1.559,20 EUR [[page 2]] Mandantennummer: 4",MEDIUM
SI-390JS-5935-26-00497,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-01-29,2024-01,AOK,,,"00_INBOX - Входящи - Eingang/Accounting_Organized/01_Accountant_Emails/40850 - Rechnung 240213_2024 vom 29.01.2024, Aufträge 31_24, 32_23, 33_23, 33_24, 34_24, 98_24, Mandant 42303.pdf","DEÜV 30,00 EUR AN Januar/2024 § 34 Abs. 1 StBVV 2022 3 25,00 EUR Erstmalige Einrichtung von Lohnkonten und Aufnahme der Stammdaten 75,00 EUR AN Januar/2024 2 15,00 EUR Pfändungen Garnishment 30,00 EUR AN Januar/2024 4 15,00 EUR Lohnbescheinigungen für die Arbeitnehmer (Certificate for the familiy fund/ housing benefit/parental leave) 60,00 EUR AN Januar/2024 Seite 1 Übertrag 1.559,20 EUR [[page 2]] Mandantennummer: 4",MEDIUM
SI-390JS-5935-26-00498,DUPLICATE,Same date/period/Krankenkasse/event/source already audited.,2024-01-29,2024-01,AOK,,,"00_INBOX - Входящи - Eingang/Accounting_Organized/08_Operating_Costs/40850 - Rechnung 240213_2024 vom 29.01.2024, Aufträge 31_24, 32_23, 33_23, 33_24, 34_24, 98_24, Mandant 42303.pdf","DEÜV 30,00 EUR AN Januar/2024 § 34 Abs. 1 StBVV 2022 3 25,00 EUR Erstmalige Einrichtung von Lohnkonten und Aufnahme der Stammdaten 75,00 EUR AN Januar/2024 2 15,00 EUR Pfändungen Garnishment 30,00 EUR AN Januar/2024 4 15,00 EUR Lohnbescheinigungen für die Arbeitnehmer (Certificate for the familiy fund/ housing benefit/parental leave) 60,00 EUR AN Januar/2024 Seite 1 Übertrag 1.559,20 EUR [[page 2]] Mandantennummer: 4",MEDIUM
